_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
115818,CENTRAL AIR,"Indoor pool , Sauna",YES,YES,YES,YES,YES,30 indoor parking spots and 0 outdoor parking spots,17,233,"JUL 2, 2015",NA,NA,NA,CONTROL AND MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2014,HOT WATER,NO,YES,NO,YES,YES,24,BASEMENT,NO,0,1,3,24,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M9R,NA,YES,PARK PROPERTY MANAGEMENT INC. ,PRIVATE,RECYCLING ROOM FIRST-FLOOR,4155793,NO,YES,NO,120  WIDDICOMBE HILL BLVD ,YES,YES,1973,YES,FREE,02,DOUBLE PANE,1973,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
115819,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,18,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,REAR,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,24 HRS,BASEMENT ,NO,0,0,0,2,YES,YES,Carport,M6S,NO DOGS,YES,NA,PRIVATE,REAR,4168808,NO,YES,NO,23  JANE ST ,NO,NA,NA,NA,UNAVAILABLE,04,SINGLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115820,NONE,NA,YES,YES,YES,YES,YES,Not Available,13,214,"OCT 26, 2017",NA,NA,NA,MECHANICAL AND CABS,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2022,HOT WATER,NO,YES,NO,YES,YES,24 HOURS ,2ND FLOOR,NO,0,0,3,12,NO,YES,"Underground Garage , Surface Parking",M6L,NA,YES,BARNEY RIVER ,PRIVATE,OUTSIDE GARBAGE AREA AT BACK OF BUILDING ,4169109,NO,YES,NO,1442  LAWRENCE AVE W,YES,YES,1967,YES,FREE,05,DOUBLE PANE,1967,2023,2017,NA,NA,NA,NA,NA,NA,NA,NA
115821,NONE,NA,YES,NO,YES,YES,NO,Not Available,4,49,NA,NA,NA,NA,NA,NA,NO,NO,Recycling bins,YES,NO,NA,REPLACED,1997,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,0,0,8,YES,YES,Surface Parking,M6M,NA,YES,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,BEHIND BUILDING,4169221,NO,YES,NO,2701  EGLINTON AVE W,YES,NO,1950,NA,UNAVAILABLE,05,DOUBLE PANE,1953,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
115822,NONE,NA,YES,YES,YES,YES,YES,Not Available,5,34,"APR 18, 2016",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,UNDER CARPORT,ORIGINAL,1971,HOT WATER,NO,YES,NO,YES,YES,8AM-10PM,LOWER LEVEL,NO,34,10,1,4,NO,YES,"Ground Level Garage , Carport , Surface Parking",M1N,NA,YES,GREEWIN CORP.,PRIVATE,UNDER CARPORT,4152573,NO,YES,NO,1140  KINGSTON RD ,YES,YES,1971,YES,UNAVAILABLE,20,DOUBLE PANE,1971,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115823,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,36,NA,NA,NA,NA,NA,NA,YES,NO,Recycling bins,YES,NO,NA,REPLACED,2014,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,YES,0,22,0,4,YES,YES,Surface Parking,M1N,NA,YES,AKELIUS CANADA LTD,PRIVATE,OUTDOOR BY GARBAGE AREA,4152575,NO,YES,NO,1420  KINGSTON RD ,YES,YES,2015,NA,UNAVAILABLE,20,DOUBLE PANE,1955,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
115824,NONE,NA,YES,YES,YES,NO,YES,Not Available,3,11,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2017,HOT WATER,NO,NO,NO,NO,YES,8AM-9PM,LOWER LEVEL,YES,0,0,0,2,YES,YES,Ground Level Garage,M1N,NA,NO,NA,PRIVATE,WITH GARBAGE BIN,4152579,NO,NO,NO,23  GLEN EVEREST RD ,NO,NA,NA,NA,FREE,20,DOUBLE PANE,1971,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115825,NONE,"Indoor recreation room , Outdoor rec facilities , Child play area",YES,YES,YES,NO,YES,Not Available,6,196,"DEC 8, 2016",NEARBY PARK,NA,NEARBY SCHOOL BASEBALL DIAMOND AND PARK,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1979,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,1,6,2,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M5A,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,REAR OF BUILDING,4153385,NO,NO,NO,25  HENRY LANE TER ,YES,YES,1979,YES,FREE,10,DOUBLE PANE,1979,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
115826,NONE,NA,YES,YES,YES,NO,YES,Not Available,8,50,"DEC 31, 2014",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1990,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1,5,2,10,YES,YES,NA,M5C,NA,NO,CO-OPERATIVE HOUSING FEDERATION OF TORONTO,TCHC,BACK OF BUILDING,4153396,NO,NO,NO,60  RICHMOND ST E,YES,YES,1990,NO,PAID,13,THERMAL,1990,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115827,NONE,NA,YES,NO,NO,YES,NO,Not Available,5,32,"JAN 27, 2015",NA,NA,NA,NA,ORIGINAL,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1965,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0,13,1,4,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M5P,NA,YES,VESTA MANAGEMENT INC,PRIVATE,OUTSIDE BEHIND THE BUILDING,4153941,NO,YES,NO,540  RUSSELL HILL RD ,YES,YES,1965,YES,UNAVAILABLE,12,DOUBLE PANE,1937,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115828,NONE,NA,YES,YES,YES,YES,NO,Not Available,4,36,NA,NA,NA,NA,NA,NA,YES,YES,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1960,HOT WATER,YES,YES,NO,YES,YES,8:00 AM - 10:00 PM,FIRST FLOOR,YES,0,1,0,4,YES,YES,Surface Parking,M3M,N/A,YES,2331304 ONTARIO LIMITED,PRIVATE,OUTSIDE,4154395,NO,YES,NO,1391  WILSON AVE ,YES,YES,1960,NA,FREE,06,SINGLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115829,NONE,"Outdoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Child play area , Sauna",YES,YES,YES,YES,YES,Not Available,13,111,"MAR 20, 2017",SWINGS/SLIDE,FREE WEIGHTS/CARDIO EQUIPMENT,"TENNIS COURT, GAZEBO, BBQ",COMPLETE MODERNIZATION,REPLACED,NA,NO,Green Bin / Organics,YES,YES,GARBAGE AREA,REPLACED,2013,HOT WATER,NO,YES,NO,NO,YES,8A-10P,BASEMENT,YES,0,2,2,12,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M3A,25 POUNDS OR LESS,YES,QUADREAL RESIDENTIAL PROPERTIES G.P. INC.,PRIVATE,BEHIND BUILDING,4154894,NO,YES,NO,8-10  ROANOKE RD ,YES,YES,1964,YES,FREE,16,DOUBLE PANE,1962,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
115830,NONE,NA,YES,YES,YES,YES,NO,Not Available,7,87,"SEP 1, 2015",NA,NA,NA,FULL MODIFICATION,REPLACED,NA,NO,Green Bin / Organics,YES,YES,PADDOCK,REPLACED,2004,HOT WATER,NO,YES,NO,NO,YES,8AM - 10PM,GROUND FLOOR,YES,0,0,2,10,NO,YES,Surface Parking,M3A,NA,YES,BERKLEY PORPERTY MANAGEMENT INC.,PRIVATE,OUTSIDE,4154908,NO,YES,NO,57  PARKWOODS VILLAGE DR ,YES,YES,1965,NO,FREE,16,DOUBLE PANE,1965,2010,2017,NA,NA,NA,NA,NA,NA,NA,NA
115831,NONE,NA,YES,YES,YES,YES,NO,Not Available,16,122,"APR 2, 2019",NA,NA,NA,ALL,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2018,HOT WATER,YES,YES,NO,YES,YES,24/7,MAIN FLOOR,YES,0,0,2,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,NA,YES,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,NEXT TO THE GARBAGE OUTSIDE,4155400,NO,YES,NO,580  THE EAST MALL  ,YES,YES,1995,YES,FREE,02,DOUBLE PANE,1972,2015,2018,NA,NA,NA,NA,NA,NA,NA,NA
115832,NONE,NA,YES,NO,YES,YES,NO,Not Available,6,52,"OCT 15, 2016",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,1,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,7 A.M. TO 10:: P.M.,MAIN FLOOR,NO,0,67,1,7,YES,YES,"Carport , Surface Parking",M9W,NA,NO,NA,PRIVATE,1,4155421,NO,NO,NO,2413  ISLINGTON AVE ,YES,YES,1960,YES,FREE,01,SINGLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115833,NONE,"Indoor recreation room , Outdoor rec facilities , Child play area",YES,YES,YES,YES,YES,Not Available,14,237,"JUL 17, 2015","DAYCARE, BASKETBALL COURT, PARK AND SMALL GREEN SPACE ON SITE",NA,"BASKETBALL COURT, PARK AND SMALL GREEN SPACE ON SITE",FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Recycling bins,YES,YES,NA,ORIGINAL,1984,HOT WATER,YES,YES,NO,YES,YES,TBD,MAIN FLOOR OF BUILDING,NO,5,6,3,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9V,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,REAR OF BUILDING,4155424,NO,NO,NO,2765  ISLINGTON AVE ,YES,YES,1984,YES,BOTH,01,SINGLE PANE,1984,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
115834,NONE,NA,YES,YES,YES,YES,NO,Not Available,3,45,NA,NA,NA,NA,NA,ORIGINAL,YES,YES,Recycling bins,YES,NO,NA,REPLACED,2006,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,FIRST FLOOR,YES,0,0,0,6,NO,YES,Surface Parking,M9W,NA,NO,METCAP LIVING MANAGEMENT INC.,PRIVATE,PARKING LOT,4155425,NO,YES,NO,5  JANSUSIE RD ,YES,YES,1967,NA,FREE,01,DOUBLE PANE,1967,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115835,CENTRAL AIR,Indoor recreation room,YES,YES,YES,YES,YES,30 indoor parking spots and 0 outdoor parking spots,15,145,"AUG 15, 2017",NA,NA,NA,2 OF THE ELEVATORS RECEIVED MECAHNICAL MODERNIZATION IN 2014,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2011,FORCED AIR GAS,YES,YES,NO,YES,YES,24 HOURS,BASEMENT ,YES,0,1,4,12,NO,YES,"Underground Garage , Garage accessible thru buildg",M4S,NA,YES,GULF PACIFIC PROPERTY MANAGEMENT,PRIVATE,PARKING GARAGE,4156163,NO,NO,NO,50  HOLLY ST ,YES,YES,1967,YES,FREE,12,DOUBLE PANE,1967,2014,2017,NA,NA,NA,NA,NA,NA,NA,NA
115836,NONE,Indoor recreation room,YES,YES,YES,NO,NO,0 indoor parking spots and 30 outdoor parking spots,3,34,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,PARKING LOT,REPLACED,2012,FORCED AIR GAS,NO,YES,NO,NO,YES,8AM-10PM,MAIN FLOOR,NO,0,75,0,2,YES,YES,Surface Parking,M8W,NA,NO,GREENWIN CORP,PRIVATE,PARKING LOT,4156167,NO,YES,NO,92  JAMES ST ,NO,NA,NA,NA,FREE,03,THERMAL,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115837,INDIVIDUAL UNITS,NA,YES,YES,YES,YES,NO,Not Available,4,37,NA,NA,NA,NA,NA,NA,YES,NO,Recycling bins,YES,NO,NA,REPLACED,2018,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT,YES,0,0,0,5,YES,YES,Surface Parking,M4B,NA,YES,GREENWIN CORP.,PRIVATE,BY GARBAGE BINS,4156176,NO,YES,NO,7  STAG HILL DR ,YES,YES,2012,NA,UNAVAILABLE,19,DOUBLE PANE,1953,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA
115838,NONE,NA,YES,YES,YES,YES,YES,Not Available,15,300,"FEB 28, 2017",NA,NA,NA,FULL REPLACEMENT - GAL GALAXY ,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1964,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,14TH FLOOR,YES,4,6,3,30,YES,YES,NA,M5A,NA,YES,TCH,TCHC,BACK OF BUILDING,4156181,NO,NO,NO,285  SHUTER ST ,YES,YES,1964,YES,PAID,13,DOUBLE PANE,1964,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
115839,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,14,190,"JUN 13, 2017",NA,NA,NA,FULL REPLACEMENT - NORTHERN,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1969,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,3,4,2,19,YES,YES,"Underground Garage , Garage accessible thru buildg",M4J,NA,YES,TCH,TCHC,BACK OF BUILDING,4156182,NO,NO,NO,80  BLAKE ST ,YES,YES,1969,YES,PAID,14,THERMAL,1969,2001,2017,NA,NA,NA,NA,NA,NA,NA,NA
115840,CENTRAL AIR,"Indoor recreation room , Indoor exercise room",YES,YES,YES,NO,YES,0 indoor parking spots and 5 outdoor parking spots,9,133,"NOV 15, 2016",NA,"AUDITORIUM, CRAFT ROOM AND ELDERLY PERSONS CENTRE",NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,MOVING IN ROOM ON GROUND FLOOR,REPLACED,2007,HOT WATER,YES,YES,YES,YES,YES,7:00A.M. TO 10:00P.M.,ON EACH FLOOR AND BASEMENT,YES,23,2,3,14,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M1M,NOR MORE THAN ONE EACH HOUSEHOLD,YES,WE DO OUR OWN PROPERTY MANAGEMENT,SOCIAL HOUSING,ON EACH FLOOR RECYCLE ROOM,4152786,NO,NO,NO,3555  KINGSTON RD ,YES,YES,2016,YES,FREE,24,DOUBLE PANE,1992,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115841,NONE,NA,YES,YES,YES,YES,YES,Not Available,3,74,"APR 13, 2019",NA,NA,NA,"CYLINDER,PLUNGER,HYDRAULIC PUMP,MOTOR,",REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2012,FORCED AIR GAS,NO,YES,NO,YES,YES,9-7,MAIN FLOOR,YES,74,40,1,10,NO,YES,"Ground Level Garage , Surface Parking",M1E,NO PETS,NO,LEARON LIMITED,PRIVATE,GARBAGE STORAGE AREA,4152804,NO,NO,NO,71  GUILDWOOD PKWY ,NO,NA,NA,YES,FREE,24,DOUBLE PANE,1960,2015,2017,NA,NA,NA,NA,NA,NA,NA,NA
115842,NONE,NA,YES,YES,YES,YES,YES,Not Available,4,41,"JUN 29, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,WEST SIDE OF BUILDING,ORIGINAL,1962,HOT WATER,NO,YES,NO,YES,YES,8AM-10PM,MAIN FLOOR,NO,41,28,1,4,NO,YES,"Ground Level Garage , Surface Parking",M3M,NA,YES,GREENWIN CORP.,PRIVATE,WEST SIDE OF THE BUILDING,4154411,NO,YES,NO,2788  KEELE ST ,YES,YES,1962,YES,UNAVAILABLE,06,SINGLE PANE,1962,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115843,NONE,NA,YES,NO,YES,YES,NO,Not Available,3,30,"JUL 10, 2017",NA,NA,NA,NA,ORIGINAL,NA,NO,Green Bin / Organics,YES,NO,ADJACENT TO SURFACE GARAGES,REPLACED,2011,HOT WATER,NO,YES,NO,NO,YES,UNTIL 10PM,AT FRONT OF BUILDING IN BASEMENT,YES,0,0,1,4,NO,YES,"Ground Level Garage , Surface Parking",M3M,NA,YES,NA,PRIVATE,ADJACENT TO SURFACE GARAGES,4154420,NO,YES,NO,2868  KEELE ST ,YES,YES,1960,YES,FREE,06,DOUBLE PANE,1959,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115844,INDIVIDUAL UNITS,NA,YES,NO,NO,NO,YES,Not Available,3,19,NA,NA,NA,NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,ORIGINAL,NA,FORCED AIR GAS,NO,NO,NO,NO,YES,24 HOURS,LOWER LEVEL,NO,4,2,0,2,YES,YES,"Surface Parking , Parking Deck",M4L,SERVICE ANIMALS,YES,MAHOGANY MANAGEMENT ,SOCIAL HOUSING,BACK OF BUILDING,5382234,NO,NO,NO,131  COXWELL AVE ,NO,NO,NA,NO,UNAVAILABLE,19,DOUBLE PANE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115845,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1951,HOT WATER,NO,NO,NO,YES,YES,24 HOURS,BASEMENT,NO,0,0,0,2,YES,YES,Surface Parking,M4C,NO DOGS ALLOWED,YES,NA,PRIVATE,OUTSIDE,5358240,NO,YES,NO,611  COSBURN AVE ,YES,YES,2022,NO,UNAVAILABLE,19,NA,1951,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA
115846,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 4 outdoor parking spots,3,12,NA,NA,NA,NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,NO,DRIVEWAY,REPLACED,2017,HOT WATER,NO,YES,NO,NO,YES,10AM-10PM,BASEMENT,YES,0,0,0,4,YES,YES,Surface Parking,M4B,NA,NO,HANNAH PROPERTY MANAGEMENT LTD,PRIVATE,DRIVEWAY,5355118,NO,YES,YES,2916  ST CLAIR AVE E,NO,NO,NA,NA,UNAVAILABLE,19,DOUBLE PANE,1960,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA
115847,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,10,NA,NA,NA,NA,NA,ORIGINAL,NO,NO,Recycling bins,YES,NO,NA,REPLACED,2011,HOT WATER,NO,YES,NO,NO,YES,8:00 AM TO 8:00 PM,MAIN FLOOR,YES,0,0,0,2,YES,YES,Surface Parking,M6M,ON LEACH,YES,33 FLAMBOROUGH INC,PRIVATE,OUTDOOR/BACK SIDE,5299600,NO,YES,NO,33  FLAMBOROUGH DR ,NO,NO,NA,NA,UNAVAILABLE,05,DOUBLE PANE,1953,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA
115848,CENTRAL AIR,"Outdoor pool , Outdoor rec facilities , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,100 indoor parking spots and 0 outdoor parking spots,7,78,"SEP 1, 2023",NA,"INDOOR EXERCISE ROOM HAS FREE WEIGHTS, WORK OUT BENCHES, EXERCISE BIKES, AND VARIOUS OTHER EQUIPMENT",2ND FLOOR OUTDOOR PATIO HAS LOUNGE CHAIRS AND A BBQ - 9TH FLOOR HAS ROOF TOP BBG DECK WITH 2 BBQS AND A FIRE PIT,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,INDOOR LOADING DOCK,ORIGINAL,2018,FORCED AIR GAS,YES,YES,NO,YES,YES,24 HRS,EACH UNIT HAS ENSUITE LAUNDRY,YES,0,1,2,78,YES,NO,"Underground Garage , Garage accessible thru buildg",NA,NONE,YES,STERLING KARAMAR PROPERTY MANAGEMENT,PRIVATE,INDOOR LOADING DOCK,5473285,NO,YES,YES,31  PHIPPS ST ,YES,YES,2018,YES,FREE,13,DOUBLE PANE,2018,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA
115849,CENTRAL AIR,"Indoor recreation room , Outdoor rec facilities",YES,YES,YES,YES,YES,2 indoor parking spots and 0 outdoor parking spots,8,78,NA,NA,NA,TERRACE ON THE 8TH FLOOR,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,GARBAGE ,ORIGINAL,2022,HOT WATER,YES,YES,NO,YES,YES,7:00 AM - 10:00 PM,8TH FLOOR,NO,3,3,2,10,YES,NO,"Underground Garage , Garage accessible thru buildg",NA,NA,NO,TCHC-WEST REGION,SOCIAL HOUSING,GARBAGE COMPACTOR ROOM,5407309,NO,NO,NO,20  NEW HEIGHTS CRT ,YES,YES,2022,YES,FREE,YY,THERMAL,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115850,CENTRAL AIR,NA,YES,NO,YES,YES,NO,Not Available,3,15,NA,NA,NA,NA,NA,ORIGINAL,YES,YES,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,2010,HOT WATER,NO,NO,NO,YES,YES,24,BASEMENT,YES,0,3,0,2,YES,YES,"Ground Level Garage , Surface Parking",M4K,NONE,YES,KHYBER DEVELOPMENTS INC,PRIVATE,OUTSIDE,5405655,NO,NO,NO,869  BROADVIEW AVE ,NO,NO,NA,NA,UNAVAILABLE,14,DOUBLE PANE,2004,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA
115851,CENTRAL AIR,"Outdoor pool , Outdoor rec facilities , Indoor exercise room",YES,YES,YES,YES,YES,Not Available,21,233,"JAN 1, 2023",NA,"CARDIO MACHINES, AND FREE WEIGHTS",5TH FLOOR TERRACE WITH 3 BBQ,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,IN THE GARBAGE LOUNGE LOCATED ON THE GROUND FLOOR,ORIGINAL,2023,FORCED AIR GAS,YES,YES,YES,YES,YES,24/7,ON THE GROUND FLOOR,YES,51,5,3,6,YES,NO,"Underground Garage , Garage accessible thru buildg",M9B,N/A,YES,CONCERT REAL ESTATE CORPORATION,PRIVATE,IN THE GARBAGE LOUNGE LOCATED ON THE GROIUND FLOOR,5411150,NO,YES,YES,20  SAMUEL WOOD WAY ,YES,YES,2023,YES,PAID,03,DOUBLE PANE,2023,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA
115852,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,12,NA,NA,NA,NA,NA,ORIGINAL,NO,YES,Green Bin / Organics,YES,NO,OUTSIDE,ORIGINAL,1952,ELECTRIC,NO,YES,NO,NO,NO,NA,NA,NO,0,0,0,NA,YES,YES,NA,M4K,NONE,YES,NA,PRIVATE,OUTSIDE,4604174,NO,NO,NO,160  FLOYD AVE ,NO,NO,NA,NO,UNAVAILABLE,14,DOUBLE PANE,1952,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA
115853,CENTRAL AIR,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,19,255,"AUG 31, 2017",NA,NA,NA,FULL REPLECMENT,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1962,HOT WATER,YES,YES,NO,YES,YES,9-10PM,BASEMENT,YES,1,1,2,20,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M9A,NA,NO,DEL MANAGMENT,TCHC,BACK OF THE BUILDING,4274218,NO,NO,NO,57  MABELLE AVE ,YES,YES,1962,YES,PAID,03,SINGLE PANE,1962,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
115854,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,YES,NO,Recycling bins,YES,NO,NA,REPLACED,2016,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0,0,0,4,NO,YES,"Ground Level Garage , Surface Parking",M2N,NA,YES,KG GROUP,PRIVATE,DESIGNATED OUTDOOR AREA,4261716,NO,YES,NO,8  OAKBURN CRES ,NO,NA,NA,NA,FREE,18,DOUBLE PANE,1945,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
115855,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,20,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,GATED AREA OUTSIDE,REPLACED,1983,HOT WATER,NO,YES,NO,NO,YES,9AM - 10PM,BASEMENT,NO,0,0,0,1,NO,YES,NA,M4L,NA,YES,NA,PRIVATE,GATED AREA OUTSIDE,4266442,NO,NO,NO,125  KENILWORTH AVE ,NO,NA,NA,NA,UNAVAILABLE,19,DOUBLE PANE,1927,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
